user_input_text,category,sub_category,priority,auto_resolve,assigned_team
getting error network path found trying to open shared folder since last week assist.,Network,Network Drive,Low,FALSE,Network Support
network drive access extremely slow files open try to work,Network,Network Drive,Low,FALSE,Network Support
support team need to reset password expired today need assistance need help quickly.,Access,Password Reset,Critical,FALSE,IAM Team
wifi shows connected internet access device affecting work,Network,WiFi Issue,Medium,FALSE,Network Support
laptop wifi extremely slow compared to colleagues update,Network,WiFi Issue,Medium,TRUE,Network Support
user account showing locked active directory,Access,Account Unlock,Medium,TRUE,IAM Team
battery calibration seems incorrect afternoon thanks.,Hardware,Battery Issue,Low,TRUE,Hardware Support
file access rights seem to revoked since morning need help quickly.,Access,Permission Issue,High,FALSE,IAM Team
issue teams application keeps closing randomly reboot asap.,Software,Application Crash,High,TRUE,Application Support
proxy server refusing connections port 8080 need help quickly.,Network,Proxy Error,Low,FALSE,Network Support
help internet connection timing frequently afternoon fix this.,Network,Internet Slow,Medium,TRUE,Network Support
support team account locked multiple failed login attempts assist.,Access,Account Unlock,Medium,TRUE,IAM Team
team rdp connection refused remote computer try to work thanks.,Network,Remote Access,Low,TRUE,Network Support
network latency extremely high cannot use video conferencing since yesterday assist.,Network,Internet Slow,Medium,FALSE,Network Support
battery calibration seems incorrect since yesterday thanks.,Hardware,Battery Issue,Low,FALSE,Hardware Support
contractor account expired needs extension update need help quickly.,Access,Account Expired,Low,FALSE,IAM Team
account locked message appearing login screen urgently needed fix this.,Access,Account Unlock,Medium,FALSE,IAM Team
issue proxy settings seem to changed cannot browse internet since yesterday,Network,Proxy Error,Low,FALSE,Network Support
latest patch causing compatibility issues software affecting work asap.,Software,Update Problem,Medium,TRUE,Application Support
password reset questions accepting answers assist.,Access,Password Reset,Critical,FALSE,IAM Team
help application running slow taking long time to respond reboot asap.,Software,Performance,Critical,FALSE,Application Support
issue monitor backlight flickering intermittently shift thanks.,Hardware,Monitor Problem,Medium,TRUE,Hardware Support
issue external display showing wrong aspect ratio reboot urgent.,Hardware,Monitor Problem,Medium,FALSE,Hardware Support
applications cannot connect corporate proxy afternoon,Network,Proxy Error,Low,FALSE,Network Support
issue user profile locked due to inactivity timeout reboot thanks.,Access,Account Unlock,Medium,TRUE,IAM Team
support team contractor account expired needs extension urgently needed,Access,Account Expired,Low,FALSE,IAM Team
outlook keeps crashing try to open emails shift,Software,Application Crash,High,FALSE,Application Support
support team getting error vpn server responding trying to connect remotely need assistance thanks.,Network,VPN Connection,High,FALSE,Network Support
en phone ku otp varala,Access,Login Failure,High,TRUE,IAM Team
getting access denied error trying to open folder since morning urgent.,Access,Permission Issue,High,FALSE,IAM Team
support team account validity period ended today since morning thanks.,Access,Account Expired,Low,TRUE,IAM Team
service account certificate expired,Access,Account Expired,Low,FALSE,IAM Team
help document showing corrupted cannot recovered urgently needed need help quickly.,Software,Data Loss,Critical,FALSE,Application Support
service account locked affecting application access update asap.,Access,Account Unlock,Medium,TRUE,IAM Team
mobile computer battery holding charge reboot fix this.,Hardware,Laptop Issue,Low,TRUE,Hardware Support
keyboard backlight turning need assistance thanks.,Hardware,Keyboard/Mouse,Low,FALSE,Hardware Support
ssd detected bios possible drive failure need assistance asap.,Hardware,Hardware Failure,Critical,FALSE,Hardware Support
support team service account locked affecting application access affecting work,Access,Account Unlock,Medium,TRUE,IAM Team
help corporate vpn disconnecting frequently calls since yesterday need help quickly.,Network,VPN Connection,High,FALSE,Network Support
unable to establish secure connection to corporate vpn try to work assist.,Network,VPN Connection,High,TRUE,Network Support
system rebooting automatically blue screen error urgently needed,Hardware,Blue Screen,High,TRUE,Hardware Support
issue database showing corruption errors startup since yesterday assist.,Software,Data Loss,Critical,FALSE,Application Support
support team biometric authentication failing device help,Access,MFA Problem,Medium,TRUE,IAM Team
remote desktop shows black screen connection try to work assist.,Network,Remote Access,Medium,TRUE,Network Support
support team internet keeps buffering important client calls urgent.,Network,Internet Slow,Medium,FALSE,Network Support
issue adobe license showing expired even though active affecting work urgent.,Software,License Issue,High,FALSE,Application Support
internet keeps buffering important client calls affecting work need help quickly.,Network,Internet Slow,Medium,TRUE,Network Support
issue hdmi monitor showing signal message need assistance,Hardware,Monitor Problem,Medium,TRUE,Hardware Support
issue job function change requiring new permissions affecting work thanks.,Access,Role Change,Low,FALSE,IAM Team
requesting access to specific application role update fix this.,Access,Access Request,Low,FALSE,IAM Team
domain login failing trust relationship error today need help quickly.,Access,Login Failure,High,TRUE,IAM Team
temporary account access period lapsed urgently needed asap.,Access,Account Expired,Low,TRUE,IAM Team
issue group policy restricting application execution help urgent.,Access,Permission Issue,High,TRUE,IAM Team
issue service account certificate expired affecting work,Access,Account Expired,Low,FALSE,IAM Team
support team cannot establish remote session to server maintenance reboot asap.,Network,Remote Access,High,TRUE,Network Support
team domain name resolution failing intermittently since morning asap.,Network,DNS Problem,High,TRUE,Network Support
connection unstable keeps dropping packets today need help quickly.,Network,Internet Slow,Medium,FALSE,Network Support
chrome browser crashing unexpectedly multiple times since morning need help quickly.,Software,Application Crash,High,FALSE,Application Support
high disk usage application affecting system shift assist.,Software,Performance,Critical,FALSE,Application Support
support team graphics card failure causing display artifacts today,Hardware,Hardware Failure,Critical,FALSE,Hardware Support
account suspended due to security policy violation urgently needed fix this.,Access,Account Unlock,Medium,TRUE,IAM Team
system thermal warning appearing frequently try to work need help quickly.,Hardware,Overheating,High,FALSE,Hardware Support
issue getting limited connectivity error wifi since morning urgent.,Network,WiFi Issue,Medium,FALSE,Network Support
dns server responding error browsers since morning assist.,Network,DNS Problem,Low,FALSE,Network Support
mouse cursor jumping around randomly screen try to work,Hardware,Keyboard/Mouse,Low,TRUE,Hardware Support
help getting invalid username password error repeatedly affecting work fix this.,Access,Login Failure,High,TRUE,IAM Team
authenticator app generating valid codes need assistance,Access,MFA Problem,Medium,TRUE,IAM Team
performance degraded significantly recent update update thanks.,Software,Performance,Critical,FALSE,Application Support
help network printer responding to print commands today assist.,Hardware,Printer Error,High,FALSE,Hardware Support
application crashes stopped working error help fix this.,Software,Application Crash,High,TRUE,Application Support
subscription license showing expired status need assistance fix this.,Software,License Issue,High,FALSE,Application Support
